Block;Date_C_O;Date_C_A;Date;Generation;Rack;Row;Column;Treatment;Line;Fruit_s;Nb_eggs;Obs_O;Nb_adults;Obs_A;Comment;Recount_Nb_eggs;Obs_recount_eggs;Acariens;Nb_adults_dead;Recount_Nb_adults;Obs_recount_adults
;;17/8/2018;17/8/2018;23;B;10;1;Cranberry;CRA;Cranberry;;;26;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;1;2;Cranberry;CRA;Cranberry;;;22;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;2;2;Cranberry;CRA;Cranberry;;;74;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;3;2;Cranberry;CRA;Cranberry;;;27;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;4;2;Cranberry;CRA;Cranberry;;;32;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;5;2;Cranberry;CRA;Cranberry;;;25;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;6;2;Cranberry;CRA;Cranberry;;;0;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;7;2;Cranberry;CRA;Cranberry;;;7;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;8;2;Cranberry;CRA;Cranberry;;;23;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;9;2;Cranberry;CRA;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;10;2;Cranberry;CRA;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;1;3;Cranberry;CRA;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;2;3;Cranberry;CRA;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;3;3;Cranberry;CRA;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;4;3;Cranberry;CRA;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;5;3;Cranberry;CRA;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;1;4;Cherry;CEB;Cherry;;;39;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;2;4;Cherry;CEB;Cherry;;;28;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;3;4;Cherry;CEB;Cherry;;;62;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;4;4;Cherry;CEB;Cherry;;;34;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;5;4;Cherry;CEB;Cherry;;;30;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;6;4;Cherry;CEB;Cherry;;;56;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;7;4;Cherry;CEB;Cherry;;;62;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;8;4;Cherry;CEB;Cherry;;;61;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;9;4;Cherry;CEB;Cherry;;;34;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;10;4;Cherry;CEB;Cherry;;;28;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;1;5;Cherry;CEB;Cherry;;;31;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;2;5;Cherry;CEB;Cherry;;;23;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;3;5;Cherry;CEB;Cherry;;;37;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;4;5;Cherry;CEB;Cherry;;;32;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;5;5;Cherry;CEB;Cherry;;;25;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;6;5;Cherry;CEB;Cherry;;;1;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;7;5;Cherry;CEB;Cherry;;;52;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;8;5;Cherry;CEB;Cherry;;;33;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;9;5;Cherry;CEB;Cherry;;;25;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;10;5;Cherry;CEB;Cherry;;;24;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;1;6;Cherry;CEB;Cherry;;;36;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;2;6;Cherry;CEB;Cherry;;;5;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;3;6;Cherry;CEB;Cherry;;;46;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;4;6;Cherry;CEB;Cherry;;;74;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;5;6;Cherry;CEB;Cherry;;;43;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;1;7;Cranberry;CRE;Cranberry;;;46;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;2;7;Cranberry;CRE;Cranberry;;;75;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;3;7;Cranberry;CRE;Cranberry;;;59;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;4;7;Cranberry;CRE;Cranberry;;;37;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;5;7;Cranberry;CRE;Cranberry;;;24;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;6;7;Cranberry;CRE;Cranberry;;;45;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;7;7;Cranberry;CRE;Cranberry;;;48;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;8;7;Cranberry;CRE;Cranberry;;;61;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;9;7;Cranberry;CRE;Cranberry;;;45;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;10;7;Cranberry;CRE;Cranberry;;;47;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;1;8;Cranberry;CRE;Cranberry;;;31;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;2;8;Cranberry;CRE;Cranberry;;;33;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;3;8;Cranberry;CRE;Cranberry;;;41;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;4;8;Cranberry;CRE;Cranberry;;;24;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;5;8;Cranberry;CRE;Cranberry;;;47;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;6;8;Cranberry;CRE;Cranberry;;;39;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;7;8;Cranberry;CRE;Cranberry;;;73;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;8;8;Cranberry;CRE;Cranberry;;;37;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;9;8;Cranberry;CRE;Cranberry;;;62;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;10;8;Cranberry;CRE;Cranberry;;;53;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;1;9;Cranberry;CRE;Cranberry;;;79;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;2;9;Cranberry;CRE;Cranberry;;;40;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;3;9;Cranberry;CRE;Cranberry;;;96;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;4;9;Cranberry;CRE;Cranberry;;;81;JL;;;;;;;
;;17/8/2018;17/8/2018;23;B;5;9;Cranberry;CRE;Cranberry;;;44;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;1;1;Strawberry;FRA;Strawberry;;;19;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;2;1;Strawberry;FRA;Strawberry;;;11;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;3;1;Strawberry;FRA;Strawberry;;;7;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;4;1;Strawberry;FRA;Strawberry;;;20;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;5;1;Strawberry;FRA;Strawberry;;;3;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;6;1;Strawberry;FRA;Strawberry;;;14;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;7;1;Strawberry;FRA;Strawberry;;;31;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;8;1;Strawberry;FRA;Strawberry;;;22;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;9;1;Strawberry;FRA;Strawberry;;;43;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;10;1;Strawberry;FRA;Strawberry;;;1;LO;*;;;;;;
;;17/8/2018;17/8/2018;23;C;1;2;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;2;2;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;3;2;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;4;2;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;5;2;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;6;2;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;7;2;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;8;2;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;9;2;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;10;2;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;1;3;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;2;3;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;3;3;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;4;3;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;5;3;Strawberry;FRA;Strawberry;;;NA;LO;;;;;;;
;;17/8/2018;17/8/2018;23;C;1;4;Cranberry;CRB;Cranberry;;;58;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;2;4;Cranberry;CRB;Cranberry;;;46;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;3;4;Cranberry;CRB;Cranberry;;;20;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;4;4;Cranberry;CRB;Cranberry;;;68;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;5;4;Cranberry;CRB;Cranberry;;;56;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;6;4;Cranberry;CRB;Cranberry;;;71;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;7;4;Cranberry;CRB;Cranberry;;;35;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;8;4;Cranberry;CRB;Cranberry;;;64;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;9;4;Cranberry;CRB;Cranberry;;;35;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;10;4;Cranberry;CRB;Cranberry;;;42;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;1;5;Cranberry;CRB;Cranberry;;;29;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;2;5;Cranberry;CRB;Cranberry;;;82;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;3;5;Cranberry;CRB;Cranberry;;;73;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;4;5;Cranberry;CRB;Cranberry;;;45;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;5;5;Cranberry;CRB;Cranberry;;;63;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;6;5;Cranberry;CRB;Cranberry;;;70;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;7;5;Cranberry;CRB;Cranberry;;;100;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;8;5;Cranberry;CRB;Cranberry;;;76;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;9;5;Cranberry;CRB;Cranberry;;;9;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;10;5;Cranberry;CRB;Cranberry;;;20;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;1;6;Cranberry;CRB;Cranberry;;;47;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;2;6;Cranberry;CRB;Cranberry;;;96;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;3;6;Cranberry;CRB;Cranberry;;;85;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;4;6;Cranberry;CRB;Cranberry;;;95;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;5;6;Cranberry;CRB;Cranberry;;;54;CD;;;;;;;
;;17/8/2018;17/8/2018;23;C;1;7;Cherry;CEC;Cherry;;;39;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;2;7;Cherry;CEC;Cherry;;;60;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;3;7;Cherry;CEC;Cherry;;;8;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;4;7;Cherry;CEC;Cherry;;;29;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;5;7;Cherry;CEC;Cherry;;;56;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;6;7;Cherry;CEC;Cherry;;;42;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;7;7;Cherry;CEC;Cherry;;;36;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;8;7;Cherry;CEC;Cherry;;;44;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;9;7;Cherry;CEC;Cherry;;;46;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;10;7;Cherry;CEC;Cherry;;;31;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;1;8;Cherry;CEC;Cherry;;;61;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;2;8;Cherry;CEC;Cherry;;;32;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;3;8;Cherry;CEC;Cherry;;;44;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;4;8;Cherry;CEC;Cherry;;;62;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;5;8;Cherry;CEC;Cherry;;;33;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;6;8;Cherry;CEC;Cherry;;;30;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;7;8;Cherry;CEC;Cherry;;;46;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;8;8;Cherry;CEC;Cherry;;;10;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;9;8;Cherry;CEC;Cherry;;;34;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;10;8;Cherry;CEC;Cherry;;;15;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;1;9;Cherry;CEC;Cherry;;;23;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;2;9;Cherry;CEC;Cherry;;;28;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;3;9;Cherry;CEC;Cherry;;;26;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;4;9;Cherry;CEC;Cherry;;;32;JL;;;;;;;
;;17/8/2018;17/8/2018;23;C;5;9;Cherry;CEC;Cherry;;;58;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;1;1;Cranberry;CRD;Cranberry;;;28;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;2;1;Cranberry;CRD;Cranberry;;;16;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;3;1;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;4;1;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;5;1;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;6;1;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;7;1;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;8;1;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;9;1;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;10;1;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;1;2;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;2;2;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;3;2;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;4;2;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;5;2;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;6;2;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;7;2;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;8;2;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;9;2;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;10;2;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;1;3;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;2;3;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;3;3;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;4;3;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;5;3;Cranberry;CRD;Cranberry;;;NA;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;1;4;Strawberry;FRC;Strawberry;;;0;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;2;4;Strawberry;FRC;Strawberry;;;14;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;3;4;Strawberry;FRC;Strawberry;;;22;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;4;4;Strawberry;FRC;Strawberry;;;3;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;5;4;Strawberry;FRC;Strawberry;;;0;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;6;4;Strawberry;FRC;Strawberry;;;2;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;7;4;Strawberry;FRC;Strawberry;;;2;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;8;4;Strawberry;FRC;Strawberry;;;5;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;9;4;Strawberry;FRC;Strawberry;;;20;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;10;4;Strawberry;FRC;Strawberry;;;24;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;1;5;Strawberry;FRC;Strawberry;;;25;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;2;5;Strawberry;FRC;Strawberry;;;35;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;3;5;Strawberry;FRC;Strawberry;;;0;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;4;5;Strawberry;FRC;Strawberry;;;12;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;5;5;Strawberry;FRC;Strawberry;;;0;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;6;5;Strawberry;FRC;Strawberry;;;0;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;7;5;Strawberry;FRC;Strawberry;;;0;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;8;5;Strawberry;FRC;Strawberry;;;0;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;9;5;Strawberry;FRC;Strawberry;;;2;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;10;5;Strawberry;FRC;Strawberry;;;0;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;1;6;Strawberry;FRC;Strawberry;;;0;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;2;6;Strawberry;FRC;Strawberry;;;74;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;3;6;Strawberry;FRC;Strawberry;;;9;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;4;6;Strawberry;FRC;Strawberry;;;0;JL;;;;;;;
;;17/8/2018;17/8/2018;23;D;5;6;Strawberry;FRC;Strawberry;;;0;JL;;;;;;;
;;09/07/2018;09/07/2018;24;A;1;1;Cherry;CEA;Cherry;;;35;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;2;1;Cherry;CEA;Cherry;;;42;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;3;1;Cherry;CEA;Cherry;;;58;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;4;1;Cherry;CEA;Cherry;;;15;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;5;1;Cherry;CEA;Cherry;;;45;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;6;1;Cherry;CEA;Cherry;;;34;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;7;1;Cherry;CEA;Cherry;;;60;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;8;1;Cherry;CEA;Cherry;;;59;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;9;1;Cherry;CEA;Cherry;;;28;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;10;1;Cherry;CEA;Cherry;;;3;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;1;2;Cherry;CEA;Cherry;;;31;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;2;2;Cherry;CEA;Cherry;;;45;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;3;2;Cherry;CEA;Cherry;;;69;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;4;2;Cherry;CEA;Cherry;;;45;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;5;2;Cherry;CEA;Cherry;;;35;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;6;2;Cherry;CEA;Cherry;;;27;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;7;2;Cherry;CEA;Cherry;;;40;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;8;2;Cherry;CEA;Cherry;;;47;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;9;2;Cherry;CEA;Cherry;;;15;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;10;2;Cherry;CEA;Cherry;;;54;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;1;3;Cherry;CEA;Cherry;;;55;CD;;;;;;;
;;09/07/2018;09/07/2018;24;A;2;3;Cherry;CEA;Cherry;;;53;CD;;;;;;;
;;09/07/2018;09/07/2018;24;A;3;3;Cherry;CEA;Cherry;;;80;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;4;3;Cherry;CEA;Cherry;;;35;CD;;;;;;;
;;09/07/2018;09/07/2018;24;A;5;3;Cherry;CEA;Cherry;;;54;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;1;4;Strawberry;FRB;Strawberry;;;65;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;2;4;Strawberry;FRB;Strawberry;;;72;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;3;4;Strawberry;FRB;Strawberry;;;44;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;4;4;Strawberry;FRB;Strawberry;;;63;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;5;4;Strawberry;FRB;Strawberry;;;21;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;6;4;Strawberry;FRB;Strawberry;;;67;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;7;4;Strawberry;FRB;Strawberry;;;38;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;8;4;Strawberry;FRB;Strawberry;;;56;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;9;4;Strawberry;FRB;Strawberry;;;69;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;10;4;Strawberry;FRB;Strawberry;;;38;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;1;5;Strawberry;FRB;Strawberry;;;17;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;2;5;Strawberry;FRB;Strawberry;;;31;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;3;5;Strawberry;FRB;Strawberry;;;78;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;4;5;Strawberry;FRB;Strawberry;;;41;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;5;5;Strawberry;FRB;Strawberry;;;18;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;6;5;Strawberry;FRB;Strawberry;;;54;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;7;5;Strawberry;FRB;Strawberry;;;60;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;8;5;Strawberry;FRB;Strawberry;;;10;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;9;5;Strawberry;FRB;Strawberry;;;0;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;10;5;Strawberry;FRB;Strawberry;;;24;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;1;6;Strawberry;FRB;Strawberry;;;30;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;2;6;Strawberry;FRB;Strawberry;;;25;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;3;6;Strawberry;FRB;Strawberry;;;7;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;4;6;Strawberry;FRB;Strawberry;;;20;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;5;6;Strawberry;FRB;Strawberry;;;2;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;1;7;Cranberry;CRC;Cranberry;;;42;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;2;7;Cranberry;CRC;Cranberry;;;89;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;3;7;Cranberry;CRC;Cranberry;;;39;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;4;7;Cranberry;CRC;Cranberry;;;50;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;5;7;Cranberry;CRC;Cranberry;;;45;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;6;7;Cranberry;CRC;Cranberry;;;95;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;7;7;Cranberry;CRC;Cranberry;;;64;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;8;7;Cranberry;CRC;Cranberry;;;11;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;9;7;Cranberry;CRC;Cranberry;;;31;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;10;7;Cranberry;CRC;Cranberry;;;36;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;1;8;Cranberry;CRC;Cranberry;;;51;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;2;8;Cranberry;CRC;Cranberry;;;102;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;3;8;Cranberry;CRC;Cranberry;;;72;LO;;;;;6;;
;;09/07/2018;09/07/2018;24;A;4;8;Cranberry;CRC;Cranberry;;;97;LO;;;;;3;;
;;09/07/2018;09/07/2018;24;A;5;8;Cranberry;CRC;Cranberry;;;92;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;6;8;Cranberry;CRC;Cranberry;;;108;LO;;;;;;;
;;09/07/2018;09/07/2018;24;A;7;8;Cranberry;CRC;Cranberry;;;60;LO;;;;;;;
